starttime,endtime,today,deviceid,malaria_intro,readiness_assessment_checklist,gps1_longitude,gps1_latitude,gps1_altitude,gps1_accuracy,gps1,time_of_assessment,date_of_visits,name_supervisor,organisation,other_organisation,region,district,planning_coordination,operational_plan_develop_1_1,coordination_team_established_1_2,micro_plan_finalized_1_3,funds_received_1_4,funds_distributed_1_5,funds_distributed_1_6,comments_planning_coordination,training,health_workers_trained_2_1,com_health_volunteers_trained_2_2,supervisors_identified_and_trained_2_3,comments_training,m_e,supervision_plan_developed_3_1,monitoring_tools_received_3_2,monitoring_tools_delivered_at_hf_3_3,comments_m_e,cold_chain_and_logistics,sufficient_coldchain_capacity_4_1,waste_mgt_assessment_4_2,vaccines_mgt_supplied_vaccines_4_3a,vaccines_mgt_supplied_ad_syringes_0_5ml_4_3b,vaccines_mgt_supplied_safety_boxes_4_3c,vaccines_mgt_supplied_comments_cold_chain_and_logistics,advocacy_communication,acsm_mgt_delivered_5_1,acsm_mgt_implemented_5_2,community_awareness_verified_5_3,comments_advocacy_communication,overall_comments_note,overall_comments,thank_you,meta_instance_id,id,system_submission_date,system_updated_at,system_submitter_id,system_submitter_name,system_attachments_present,system_attachments_expected,system_status,system_review_state,system_device_id,system_edits,system_form_version,odata_context
2025-03-05T07:06:24Z,2025-03-07T05:10:59Z,2025-03-05T00:00:00Z,collect:H70ZQJrZetfLD9vB,NA,NA,30.9543947,3.2704708,1164,4.933,,1m,2025-03-05T00:00:00Z,Kyomugisha Dinah Dinah ,gov_moh,NA,West_Nile,Maracha,NA,yes,yes,no,no,no,no,The district should be given schedules and guidelines as soon as possible in order to do planning,NA,no,no,no,MOH should provide funds for trainings to begin,NA,no,yes,no,Training on the revised tools is required,NA,yes,yes,no,no,no,There is need for timely delivery of those supplies.,NA,no,no,no,MOH should release funds on time.,NA,"-MOH should give clear guidelines  and schedules for all the activities to be implemented.
-MHO should release funds on time for proper planning.",NA,uuid:dd51cb40-d524-4884-a2ed-c0cb11c39861,uuid:dd51cb40-d524-4884-a2ed-c0cb11c39861,2025-03-07T05:10:59.277Z,NA,1124,moh_assessor,0,0,NA,NA,collect:H70ZQJrZetfLD9vB,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T08:06:17Z,2025-03-07T04:08:16Z,2025-03-04T00:00:00Z,collect:CVU9GcuCQrPTtFbG,NA,NA,30.1071726,-0.2727116,1338.6695556640625,3.337,,1m,2025-03-05T00:00:00Z,Ismail kabugu,gov_moh,NA,Ankole,Rubirizi,NA,yes,yes,yes,no,no,yes,Funds for the activities should be sent on time,NA,no,no,no,Some health workers are trained others are not but have some knowledge about it,NA,yes,no,no,Tools should be delivered on time for efficient service,NA,yes,no,no,no,yes,NA,NA,no,no,no,Community not yet mobilised and made aware officially,NA,"Official communication,need a budget to be communicated so we plan accordingly,all supplies to be should be delivered in time",NA,uuid:4394e7fc-b9d8-4a72-8a8f-580e1cf50b2b,uuid:4394e7fc-b9d8-4a72-8a8f-580e1cf50b2b,2025-03-07T04:08:19.403Z,NA,1124,moh_assessor,0,0,NA,NA,collect:CVU9GcuCQrPTtFbG,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T06:23:09Z,2025-03-07T04:07:06Z,2025-03-03T00:00:00Z,collect:CVU9GcuCQrPTtFbG,NA,NA,29.7784936,-0.8952862,1624.151611328125,4.963,,1m,2025-03-03T00:00:00Z,Ismail kabugu,gov_moh,NA,Kigezi,Kanungu,NA,yes,yes,yes,no,no,yes,Need orientation for the vaccine,NA,no,no,yes,Need training of health workers about the new vaccine,NA,no,yes,yes,Monitoring tools received were not enough,NA,yes,yes,yes,yes,yes,Vaccines were received but got inadequate because of the influx of refugees,NA,no,no,no,Sensitisation going on but only mentioning the month of introduction,NA,Sensitisation has already began by using any available opportunities as we wait for official facilitation for key stake holders.,NA,uuid:9ff091f1-fd09-4fb1-9375-e3dab49388d3,uuid:9ff091f1-fd09-4fb1-9375-e3dab49388d3,2025-03-07T04:07:08.988Z,NA,1124,moh_assessor,0,0,NA,NA,collect:CVU9GcuCQrPTtFbG,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T10:37:15Z,2025-03-07T01:38:31Z,2025-03-03T00:00:00Z,collect:FtAm5uY5ZeOySRXG,NA,NA,31.4844811,2.4701197,674.273193359375,4.407,,1m,2025-03-05T00:00:00Z,Kayongo Abdallah,gov_moh,NA,West_Nile,Pakwach,NA,no,no,yes,no,no,no,"Orientation on the deliverables 
composition of task force",NA,no,no,no,"Knowledge on the vaccine is still lacking.
Provision of IEC materials",NA,no,no,no,No support provided at all neither training,NA,yes,yes,yes,no,no,"No syringes 
Not enough boxes",NA,no,no,no,"No sensitization at all in the District 
No mobilisation at District level at all
No trainings at District at all.",NA,The District needs urgent support before the rollout otherwise uptake will be hard.,NA,uuid:f752cd13-51a9-4eef-adf7-6d11c1234918,uuid:f752cd13-51a9-4eef-adf7-6d11c1234918,2025-03-07T01:38:32.493Z,NA,1124,moh_assessor,0,0,NA,NA,collect:FtAm5uY5ZeOySRXG,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T08:47:27Z,2025-03-06T20:20:04Z,2025-03-03T00:00:00Z,collect:L6jdzBXEiscDEj1Y,NA,NA,32.8997679,2.2483009,1100,4.7,,1m,2025-03-05T00:00:00Z,Dr Cathy TABARO,gov_moh,NA,Lango,Lira City,NA,no,yes,yes,no,no,no,No monthly meeting conducted only quartely meeting ( Performance review meeting are being conducted),NA,no,no,yes,Supervisors are identified but not trained. No one is actual trained yet per malaria vaccination ,NA,no,no,no,No tool has been delivered yet ,NA,no,yes,no,no,no,Anumber of facilities without functional fridges and vaccine carriers,NA,no,no,yes,Community is aware of the vaccine but not sure of the timing for the vaccine introduction,NA,"Training gap
Vaccine carrier gap
Functional fridges gaps ",NA,uuid:f3bfde07-6464-42d6-9a86-3a0ec75e8a8c,uuid:f3bfde07-6464-42d6-9a86-3a0ec75e8a8c,2025-03-06T20:20:08.802Z,NA,1124,moh_assessor,0,0,NA,NA,collect:L6jdzBXEiscDEj1Y,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:17:59Z,2025-03-06T13:51:07Z,2025-03-03T00:00:00Z,collect:d71QdNcagpZjOVFR,NA,NA,30.8439317,-0.2095233,1319.8999999999999,5,,1m,2025-03-03T00:00:00Z,Kemigisha Jackline,gov_moh,NA,Ankole,Kiruhura,NA,no,no,no,no,no,no,Key district stakeholders should be trained earlier to do enough mobilisation,NA,no,no,no,All community health volunteers trained should be implemented in the exercise to give moral of the next activities other than being left out,NA,no,no,no,Monitoring and supervision should not be left out to only health team but also include district stakeholders like RDC's and other politicians who easily catch up big masses in communities ,NA,yes,yes,no,no,no,NA,NA,no,no,no,ACSM materials should be delivered in time to avoid rush hours of mobilisation and sensitization,NA,"Citizens should be given enough health education.

Ways to build confidence in citizens to partake new vaccines.

Social media should be regulated on national matters especially health.",NA,uuid:1a8a0a00-ecbe-4a2b-942c-8f1a84433b83,uuid:1a8a0a00-ecbe-4a2b-942c-8f1a84433b83,2025-03-06T13:51:17.688Z,NA,1124,moh_assessor,0,0,NA,NA,collect:d71QdNcagpZjOVFR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T07:03:15Z,2025-03-06T13:37:31Z,2025-03-05T00:00:00Z,collect:d71QdNcagpZjOVFR,NA,NA,30.8163278,-0.8148953,1227,4.9,,1m,2025-03-05T00:00:00Z,Kemigisha Jackline,gov_moh,NA,Ankole,Isingiro,NA,no,no,no,no,no,no,Mobilisation and sensitization should be done from top to bottom levelling from Rdc to LC other than the technical health team only,NA,no,no,no,Training should be done in time to give ample time for zero it the community with big masses to do effective mobilisation ,NA,no,no,no,Key stakeholders should be so much involved than leaving it to the technical health team in particular politicians to have a bigger hand,NA,yes,yes,no,no,no,NA,NA,no,no,no,The time frame for mobilisation should be lengthened for the health team to sensitive enough masses in the community,NA,"Acsm materials should be delivered like three months before the date of the launch to ease mobilisation and sensitization.

Key district stakeholders should be involved encourage big uptake of vaccines through their mobilisation and sensitization e.g politicians like LC5 ,MPs and others including his excellency",NA,uuid:99db5bc3-d9cc-4ba3-a0f3-7473954d3999,uuid:99db5bc3-d9cc-4ba3-a0f3-7473954d3999,2025-03-06T13:37:41.483Z,NA,1124,moh_assessor,0,0,NA,NA,collect:d71QdNcagpZjOVFR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-06T07:41:07Z,2025-03-06T10:56:29Z,2025-03-06T00:00:00Z,collect:GCaIg7qePoyLZu4E,NA,NA,34.6085626,2.0827112,1195,5,,1m,2025-03-06T00:00:00Z,Yasiini Nuwamanya,gov_moh,NA,Karamoja,Nabilatuk,NA,no,yes,no,no,no,yes,Operational plans for the different activities not yet developed. The funds have also not yet been released from MOH.,NA,no,no,no,Supervisors are not yet trained. The district is still waiting for the central supervisor for training. ,NA,no,yes,no,"The VCBs were insufficient,  and only 2/6 health facilities received the VCBs.",NA,yes,no,no,no,no,The vaccines and supplies have not yet been delivered by NMS,NA,no,no,no,ACSM activities at the community level have not yet started. All the 5 community members interviewed didn't know the implementation dates. The microplan is not yet finalized.,NA,"The district is still unprepared for MVI. However,  the team agreed on actions to improve readiness.",NA,uuid:4bbbe95c-81d4-4f28-9943-2de3866343a1,uuid:4bbbe95c-81d4-4f28-9943-2de3866343a1,2025-03-06T12:55:16.324Z,NA,1124,moh_assessor,0,0,NA,NA,collect:GCaIg7qePoyLZu4E,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T08:08:28Z,2025-03-06T11:59:08Z,2025-03-04T00:00:00Z,collect:MGl4lhGl8SpDIH5l,NA,NA,32.7403173,0.3613543,1204.1,4.06,,1m,2025-03-04T00:00:00Z,Michael Turyasingura,gov_moh,NA,North_Central,Mukono,NA,no,yes,yes,no,no,no,"Team lead by DHO, CAO, RDC, LC5 and DISO but waiting for information on when to start the coordination meetings.

Budget and timelines are not yet provided",NA,no,no,no,Funds have not been received ,NA,no,yes,yes,Trainings on low level facilities have not happened due to lack of facilitation,NA,yes,yes,no,no,no,"Vaccines have not yet been received.
District has 5 fridges however none of them is a solar refrigerator.",NA,no,no,no,NA,NA,"Budget and timelines should be sent to the district to enable them plan for the campaigns.

There's need for intensive awareness and sensitisation from the national level to the district to increase acceptance of vaccines.",NA,uuid:3f53072b-9bc5-48b8-a9fb-066d79def96e,uuid:3f53072b-9bc5-48b8-a9fb-066d79def96e,2025-03-06T11:59:09.986Z,NA,1124,moh_assessor,0,0,NA,NA,collect:MGl4lhGl8SpDIH5l,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T06:24:30Z,2025-03-06T11:07:38Z,2025-03-05T00:00:00Z,collect:KoYyW1vxhXEVVBhV,NA,NA,34.0802023,0.4616335,1210.199951171875,4.829,,1m,2025-03-05T00:00:00Z,NAMANYA PETER,gov_moh,NA,Bukedi,Busia,NA,no,yes,no,no,no,yes,NA,NA,no,no,no,They are all trained by specifically on the other antigens but not this Malaria,NA,no,yes,yes,Supervision plans to be Reviwed from other routine programs.,NA,no,yes,no,no,no,Some need repair since they are missing gas and sensors,NA,yes,yes,yes,They have a variety of communication channel so it is not a challenge.,NA,The districts overall perfomance not bad if the remaining fields are addressed and actions taken,NA,uuid:d844c49c-d526-41e6-9883-a84e5e5e26fe,uuid:d844c49c-d526-41e6-9883-a84e5e5e26fe,2025-03-06T11:07:39.317Z,NA,1124,moh_assessor,0,0,NA,NA,collect:KoYyW1vxhXEVVBhV,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-06T09:52:03Z,2025-03-06T10:19:45Z,2025-03-06T00:00:00Z,205772778359415,NA,NA,31.53140926,3.24679783,655.8636056519,65.221,,1m,2025-03-06T00:00:00Z,Sanyu Busingye,gov_moh,NA,West_Nile,Obongi,NA,no,yes,yes,no,no,yes,The ministry should give us more guidance ,NA,no,no,no,Not sensitised,NA,no,yes,yes,"But tools have a lot of stockouts, recieved some ",NA,yes,yes,no,no,no,They have springes and boxes for different vaccines,NA,no,no,no,"No social mobiliazation done,Social mobialztion tools should be made available",NA,They should communicate the rollout plan to enable districts caught the plans in there plans ,NA,uuid:ff4b4bab-2d72-4559-94f9-2020edeac333,uuid:ff4b4bab-2d72-4559-94f9-2020edeac333,2025-03-06T10:21:04.782Z,NA,1124,moh_assessor,0,0,NA,NA,imei:BA5EE2EE-83D9-41DE-BD31-47C864EE1D55,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-06T07:00:45Z,2025-03-06T07:30:20Z,2025-03-06T00:00:00Z,205772778359415,NA,NA,31.72771837,3.65132748,995.6668457582,4.445,,1m,2025-03-06T00:00:00Z,Sanyu Busingye,gov_moh,NA,West_Nile,Moyo,NA,no,no,yes,no,no,yes,They usually talk but Malaria vaccine but not in details,NA,no,no,no,They were not sensitazed so they have not planned,NA,no,yes,yes,They have not been sensitized,NA,yes,yes,no,no,no,They have but for other vaccines ,NA,no,no,no,Sensitisation of the district and sub county leaders,NA,"The district is not ready since it has not been sensitazed , oriented on malaria vaccine implementation ",NA,uuid:fe839819-75e0-4121-94cf-94510fe4ce6c,uuid:fe839819-75e0-4121-94cf-94510fe4ce6c,2025-03-06T10:21:04.768Z,NA,1124,moh_assessor,0,0,NA,NA,imei:BA5EE2EE-83D9-41DE-BD31-47C864EE1D55,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T09:19:10Z,2025-03-06T08:52:45Z,2025-03-04T00:00:00Z,collect:OSGn3vs3bU8oBcIJ,NA,NA,32.7451683,3.5636014,1083,4.988,,1m,2025-03-04T00:00:00Z,Mpagi Henry Tumusiime,gov_moh,NA,Acholi,Lamwo,NA,yes,yes,yes,no,no,no,Coordination still hindered by lack of funds and training.,NA,no,no,no,Training is not yet done concerning  management  of Malaria vaccine.,NA,no,yes,no,Supervision  plans are there but not yet implemented.,NA,yes,yes,no,no,no,Cold chain capacity  is adequate  and sufficient. Waste management  has always been well done.,NA,no,no,no,Community  ought to first  be sensitized and communication  flow is still hindered  by lack of funds.,NA,Lamwo district  team is ready to receive training  and Malaria vaccines. They are worried of messages on social media  decampaining the malaria vaccine.,NA,uuid:1b70abb8-d3a0-4949-8209-e3f44fcb1c6e,uuid:1b70abb8-d3a0-4949-8209-e3f44fcb1c6e,2025-03-06T08:52:48.214Z,NA,1124,moh_assessor,0,0,NA,NA,collect:OSGn3vs3bU8oBcIJ,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T07:55:05Z,2025-03-06T08:41:53Z,2025-03-04T00:00:00Z,collect:OSGn3vs3bU8oBcIJ,NA,NA,32.8792053,3.2922001,926,5,,1m,2025-03-04T00:00:00Z,Mpagi Tumusiime Henry,gov_moh,NA,Acholi,Kitgum,NA,yes,yes,yes,no,no,no,"Some indetified  health team staff attended the micro planning workshop,micro plans finalized and have indetified and are yet  start coordination meetings.",NA,no,no,no,"Funding  expected  soon to start on training  health  workers,volunteers  and supervisors.",NA,no,yes,yes,EPI data tools already  received but not yet used. Awaiting  training. ,NA,yes,yes,no,no,no,There is sufficient  cold chain capacity and vaccines are yet to be delivered. ,NA,no,no,no,Resources to enable and ensure community awareness including  funds not yet received. ,NA,Kitgum health team is ready  to start implementation of the Routine  Malaria vaccine.They are waiting for funding and availability of resources  from MOH.,NA,uuid:80c25967-6e99-41c6-9038-569eec45273f,uuid:80c25967-6e99-41c6-9038-569eec45273f,2025-03-06T08:41:55.197Z,NA,1124,moh_assessor,0,0,NA,NA,collect:OSGn3vs3bU8oBcIJ,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T13:45:42Z,2025-03-06T07:43:55Z,2025-03-05T00:00:00Z,collect:qApiC5KDl395xNtX,NA,NA,33.7508992,0.5677217,0,1799.999,,1m,2025-03-05T00:00:00Z,Kizito Ali,gov_moh,NA,Busoga,Bugiri,NA,no,yes,yes,no,no,yes,The teams were advised to always discuss on MVI during the coordination meeting since there was no discussion over it in the previous meetings,NA,no,no,no,Teams have not been trained awaiting for the funds,NA,no,yes,yes,NA,NA,yes,yes,no,no,no,NA,NA,no,no,no,NA,NA,The district stands at 42% readiness ,NA,uuid:b42ac730-d05a-4b18-ac4a-6d44d9393fdc,uuid:b42ac730-d05a-4b18-ac4a-6d44d9393fdc,2025-03-06T07:43:56.927Z,NA,1124,moh_assessor,0,0,NA,NA,collect:qApiC5KDl395xNtX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T08:14:38Z,2025-03-06T07:35:31Z,2025-03-03T00:00:00Z,collect:qApiC5KDl395xNtX,NA,NA,33.4840722,0.4479681,1195,19.833,,1m,2025-03-03T00:00:00Z,Kizito Ali,gov_moh,NA,Busoga,Mayuge,NA,no,yes,yes,no,no,yes,DHO to follow up with MoH on the funds,NA,no,no,no,No funds has been received yet to  support the trainings,NA,no,yes,yes,The district committed to develop the supervision plan in the next coordination meeting on 20/3/2025,NA,yes,no,no,no,no,Fff,NA,no,no,no,"The intends to use radios, community radios and VHTs for information dissemination ",NA,The district MVI readiness is at 37%. The community has no idea on malaria vaccination ,NA,uuid:a1989625-bc81-4d50-98e6-b9dae4df3335,uuid:a1989625-bc81-4d50-98e6-b9dae4df3335,2025-03-06T07:35:33.327Z,NA,1124,moh_assessor,0,0,NA,NA,collect:qApiC5KDl395xNtX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T05:29:56Z,2025-03-06T06:45:13Z,2025-03-04T00:00:00Z,collect:GdmUj5KIfPlU7Te0,NA,NA,31.7378739,-0.3142502,1245.699951171875,4.78,,1m,2025-03-05T00:00:00Z,Kobugabe Fatihiyah,gov_moh,NA,South_Central,Masaka,NA,yes,yes,yes,no,no,no,Coordination meetings need to take place,NA,no,no,no,Need to conduct all the trainings,NA,no,no,no,Need to deliver the monitoring tools on time,NA,yes,yes,no,no,no,Every thing is okay. Just waiting for the vaccine to be delivered,NA,no,no,no,Advocacy at the community level,NA,"Vaccines are too many , myths about vaccines should be corrected , counteract negative messages about the vaccine using the trending social media channels , operating distance for Masaka district to the villages is long, funds given are not enough , Include M&E budget since data is crucial, IEC materials are usually not enough",NA,uuid:bafbdd6e-2c8e-4e56-ae8a-c608a70ef61d,uuid:bafbdd6e-2c8e-4e56-ae8a-c608a70ef61d,2025-03-06T06:45:45.877Z,NA,1124,moh_assessor,0,0,NA,NA,collect:GdmUj5KIfPlU7Te0,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
